claim_id,customer_id,claim_date,vehicle_type,damage_category,fault_type,description,estimated_cost_eur,actual_cost_eur,repair_duration_days,status
CLM-000611,CUST-002,2025-09-02,Motorrad,Karosserie,Naturereignis,Kratzer an der hinteren Stoßstange,2250.48,1937.65,1.0,abgeschlossen
CLM-000612,CUST-008,2025-10-02,PKW,Interieur,Naturereignis,Armaturenbrett hat Riss durch Sonneneinstrahlung,1010.65,882.03,5.0,abgeschlossen
CLM-000613,CUST-003,2025-07-06,Transporter,Elektronik,Fremdverschulden,Infotainment-System reagiert nicht,2286.33,1673.87,2.0,abgeschlossen
CLM-000614,CUST-008,2023-02-05,Transporter,Glas,Teilschuld,Steinschlag in der Windschutzscheibe,724.03,756.73,1.0,abgeschlossen
CLM-000615,CUST-002,2023-07-10,PKW,Glas,Fremdverschulden,Seitenscheibe hinten rechts gesprungen,950.1,1333.9,2.0,abgeschlossen
CLM-000616,CUST-026,2024-08-25,PKW,Karosserie,Vandalismus,Kratzer an der hinteren Stoßstange,3295.45,2799.13,6.0,abgeschlossen
CLM-000617,CUST-012,2024-03-29,PKW,Glas,Teilschuld,Heckscheibe durch Vandalismus eingeschlagen,826.27,606.12,1.0,abgeschlossen
CLM-000618,CUST-013,2025-04-08,Transporter,Karosserie,Teilschuld,"Beule an der Beifahrertür, Ursache unbekannt",2657.39,2325.33,6.0,abgeschlossen
CLM-000619,CUST-019,2024-05-13,LKW,Elektronik,Teilschuld,Scheinwerfer fallen sporadisch aus,2713.07,2489.43,4.0,abgeschlossen
CLM-000620,CUST-012,2024-09-19,PKW,Glas,Fremdverschulden,Riss in der Frontscheibe breitet sich aus,817.52,739.58,1.0,abgeschlossen
CLM-000621,CUST-002,2025-01-25,Transporter,Karosserie,Vandalismus,Seitliche Beschädigung nach Auffahrunfall,6600.0,6281.97,3.0,abgeschlossen
CLM-000622,CUST-012,2025-08-27,PKW,Interieur,Fremdverschulden,Mittelkonsole gebrochen,2566.64,2880.09,3.0,abgeschlossen
CLM-000623,CUST-012,2026-02-07,PKW,Glas,Eigenverschulden,Seitenscheibe hinten rechts gesprungen,1102.89,1163.89,1.0,storniert
CLM-000624,CUST-017,2025-12-23,Transporter,Karosserie,Eigenverschulden,Hagelschaden auf Motorhaube und Dach,3368.75,2394.67,3.0,abgeschlossen
CLM-000625,CUST-010,2024-12-05,PKW,Motor,Fremdverschulden,"Motor springt nicht an, Fehlermeldung im Display",4581.18,5161.95,3.0,storniert
CLM-000626,CUST-002,2025-05-21,Transporter,Karosserie,Teilschuld,Hagelschaden auf Motorhaube und Dach,2699.85,2130.78,2.0,abgeschlossen
CLM-000627,CUST-006,2026-02-01,PKW,Elektronik,Fremdverschulden,Batterie entlädt sich über Nacht,1672.27,2099.73,2.0,abgeschlossen
CLM-000628,CUST-008,2024-11-08,Transporter,Karosserie,Eigenverschulden,Lackschaden durch Vandalismus am vorderen Kotflügel,5160.79,5112.79,3.0,abgeschlossen
CLM-000629,CUST-013,2024-12-21,PKW,Elektronik,Eigenverschulden,Infotainment-System reagiert nicht,2762.43,2610.56,1.0,abgeschlossen
CLM-000630,CUST-012,2025-07-18,Transporter,Karosserie,Teilschuld,Frontschaden nach leichtem Auffahrunfall an Kreuzung,1180.23,1016.57,1.0,abgeschlossen
CLM-000631,CUST-008,2024-07-08,LKW,Elektronik,Eigenverschulden,Klimaanlage funktioniert nicht mehr,3750.27,3596.14,7.0,abgeschlossen
CLM-000632,CUST-029,2024-09-19,Transporter,Elektronik,Vandalismus,Scheinwerfer fallen sporadisch aus,1519.97,1451.61,6.0,abgeschlossen
CLM-000633,CUST-012,2024-05-29,LKW,Karosserie,Eigenverschulden,Delle an der Fahrertür nach Parkplatzrempler,7168.61,8916.99,3.0,abgeschlossen
CLM-000634,CUST-003,2024-04-17,PKW,Fahrwerk,Fremdverschulden,Federbein gebrochen,6000.0,5856.86,8.0,abgeschlossen
CLM-000635,CUST-002,2023-09-05,LKW,Glas,Eigenverschulden,,1004.72,776.15,1.0,abgeschlossen
CLM-000636,CUST-002,2024-01-30,Transporter,Karosserie,Fremdverschulden,,5789.87,4775.68,4.0,abgeschlossen
CLM-000637,CUST-004,2024-10-08,Transporter,Motor,Fremdverschulden,Ungewöhnliche Geräusche aus dem Motorraum,5869.59,4903.48,6.0,abgeschlossen
CLM-000638,CUST-002,2023-09-02,Transporter,Glas,Fremdverschulden,Riss in der Frontscheibe breitet sich aus,645.63,564.55,1.0,abgeschlossen
CLM-000639,CUST-002,2026-01-02,PKW,Karosserie,Naturereignis,Heckschaden durch Rückwärtsfahrt gegen Poller,2041.54,1876.44,5.0,wartend_auf_teile
CLM-000640,CUST-006,2024-01-15,PKW,Karosserie,Eigenverschulden,Seitliche Beschädigung nach Auffahrunfall,2103.3,2366.21,4.0,abgeschlossen
CLM-000641,CUST-002,2024-01-28,PKW,Glas,Fremdverschulden,Heckscheibe durch Vandalismus eingeschlagen,498.81,515.31,1.0,storniert
CLM-000642,CUST-026,2024-03-19,PKW,Elektronik,Vandalismus,Batterie entlädt sich über Nacht,3156.18,2913.22,1.0,abgeschlossen
CLM-000643,CUST-002,2025-09-18,Motorrad,Elektronik,Naturereignis,Klimaanlage funktioniert nicht mehr,1198.92,1157.46,1.0,abgeschlossen
CLM-000644,CUST-012,2024-07-20,PKW,Elektronik,Eigenverschulden,Infotainment-System reagiert nicht,3096.42,3186.58,1.0,abgeschlossen
CLM-000645,CUST-010,2025-12-10,PKW,Elektronik,Naturereignis,Fensterheber klemmt auf Fahrerseite,1316.24,1411.77,2.0,abgeschlossen
CLM-000646,CUST-029,2024-08-02,Motorrad,Elektronik,Naturereignis,Klimaanlage funktioniert nicht mehr,989.3,1090.41,1.0,abgeschlossen
CLM-000647,CUST-002,2023-07-25,PKW,Karosserie,Teilschuld,Lackschaden durch Vandalismus am vorderen Kotflügel,3393.79,3237.09,3.0,abgeschlossen
CLM-000648,CUST-009,2024-02-02,Transporter,Motor,Fremdverschulden,"Motor springt nicht an, Fehlermeldung im Display",3462.89,3002.32,8.0,abgeschlossen
CLM-000649,CUST-029,2024-08-29,Transporter,Fahrwerk,Eigenverschulden,Schleifgeräusche beim Lenken,2700.25,3198.03,6.0,storniert
CLM-000650,CUST-024,2024-04-10,PKW,Elektronik,Naturereignis,Fensterheber klemmt auf Fahrerseite,1248.23,1334.06,2.0,abgeschlossen
CLM-000651,CUST-021,2025-01-09,Transporter,Fahrwerk,Eigenverschulden,Schleifgeräusche beim Lenken,727.91,664.08,3.0,abgeschlossen
CLM-000652,CUST-004,2024-01-03,PKW,Karosserie,Eigenverschulden,Seitliche Beschädigung nach Auffahrunfall,2724.03,2352.33,7.0,abgeschlossen
CLM-000653,CUST-002,2024-09-11,PKW,Elektronik,Eigenverschulden,Klimaanlage funktioniert nicht mehr,1074.8,967.14,3.0,abgeschlossen
CLM-000654,CUST-013,2023-01-29,PKW,Motor,Eigenverschulden,"Turbolader defekt, Leistungsverlust",6095.15,5923.88,6.0,abgeschlossen
CLM-000655,CUST-026,2025-12-29,LKW,Fahrwerk,Fremdverschulden,Federbein gebrochen,674.91,460.22,1.0,storniert
CLM-000656,CUST-012,2023-09-17,LKW,Elektronik,Eigenverschulden,Klimaanlage funktioniert nicht mehr,1267.38,1354.39,3.0,abgeschlossen
CLM-000657,CUST-012,2024-07-15,PKW,Motor,Eigenverschulden,Zahnriemen gerissen bei Autobahnfahrt,1333.28,1233.34,7.0,storniert
CLM-000658,CUST-005,2023-04-04,PKW,Glas,Naturereignis,Heckscheibe durch Vandalismus eingeschlagen,666.16,804.89,1.0,abgeschlossen
CLM-000659,CUST-018,2023-04-22,PKW,Elektronik,Eigenverschulden,Fensterheber klemmt auf Fahrerseite,1416.05,1497.4,3.0,abgeschlossen
CLM-000660,CUST-002,2026-02-07,PKW,Glas,Fremdverschulden,Steinschlag in der Windschutzscheibe,930.09,632.85,1.0,abgeschlossen
CLM-000661,CUST-008,2024-08-21,Transporter,Fahrwerk,Eigenverschulden,Stoßdämpfer vorne links defekt,3034.48,3132.52,3.0,abgeschlossen
CLM-000662,CUST-010,2023-09-16,PKW,Elektronik,Eigenverschulden,Infotainment-System reagiert nicht,2213.38,3516.92,1.0,abgeschlossen
CLM-000663,CUST-012,2025-10-02,PKW,Motor,Eigenverschulden,Kühlmittelverlust und Überhitzung,1857.7,2338.3,5.0,abgeschlossen
CLM-000664,CUST-004,2023-07-30,LKW,Elektronik,Eigenverschulden,"Steuergerät defekt, mehrere Fehlermeldungen aktiv",1486.85,1550.93,4.0,abgeschlossen
CLM-000665,CUST-002,2023-01-26,LKW,Karosserie,Fremdverschulden,Frontschaden nach leichtem Auffahrunfall an Kreuzung,2704.42,2532.32,2.0,abgeschlossen
CLM-000666,CUST-012,2024-08-05,PKW,Karosserie,Fremdverschulden,Lackschaden durch Vandalismus am vorderen Kotflügel,2080.75,2183.59,3.0,abgeschlossen
CLM-000667,CUST-006,2025-08-19,PKW,Interieur,Eigenverschulden,Armaturenbrett hat Riss durch Sonneneinstrahlung,480.82,534.95,1.0,abgeschlossen
CLM-000668,CUST-012,2025-09-07,Transporter,Fahrwerk,Fremdverschulden,Schleifgeräusche beim Lenken,1678.4,1393.89,,abgeschlossen
CLM-000669,CUST-002,2025-06-21,Transporter,Karosserie,Eigenverschulden,Seitliche Beschädigung nach Auffahrunfall,2209.21,2625.81,3.0,abgeschlossen
CLM-000670,CUST-012,2024-11-28,PKW,Glas,Naturereignis,,663.14,698.8,,abgeschlossen
CLM-000671,CUST-012,2024-01-13,Transporter,Glas,Fremdverschulden,Seitenscheibe hinten rechts gesprungen,601.35,669.72,3.0,abgeschlossen
CLM-000672,CUST-002,2023-04-16,LKW,Karosserie,Eigenverschulden,Hagelschaden auf Motorhaube und Dach,3897.74,4978.55,6.0,abgeschlossen
CLM-000673,CUST-008,2024-06-01,Transporter,Karosserie,Fremdverschulden,Heckschaden durch Rückwärtsfahrt gegen Poller,2534.16,2788.33,2.0,abgeschlossen
CLM-000674,CUST-002,2025-09-05,PKW,Motor,Vandalismus,,5531.35,6606.54,8.0,abgeschlossen
CLM-000675,CUST-002,2023-08-22,PKW,Karosserie,Fremdverschulden,"Beule an der Beifahrertür, Ursache unbekannt",1931.37,2147.2,4.0,abgeschlossen
CLM-000676,CUST-029,2023-05-14,PKW,Karosserie,Eigenverschulden,Frontschaden nach leichtem Auffahrunfall an Kreuzung,2510.03,2485.86,5.0,abgeschlossen
CLM-000677,CUST-008,2025-03-31,Transporter,Glas,Naturereignis,Steinschlag in der Windschutzscheibe,907.35,941.68,1.0,abgeschlossen
CLM-000678,CUST-021,2025-10-04,Transporter,Karosserie,Fremdverschulden,Lackschaden durch Vandalismus am vorderen Kotflügel,2610.47,2694.55,5.0,storniert
CLM-000679,CUST-004,2023-06-01,PKW,Interieur,Fremdverschulden,Sitzheizung defekt,2260.03,2594.1,1.0,abgeschlossen
CLM-000680,CUST-013,2023-04-20,Motorrad,Karosserie,Eigenverschulden,Heckschaden durch Rückwärtsfahrt gegen Poller,4272.59,3980.64,3.0,abgeschlossen
CLM-000681,CUST-018,2023-11-07,LKW,Karosserie,Fremdverschulden,Heckschaden durch Rückwärtsfahrt gegen Poller,1773.62,2027.77,8.0,abgeschlossen
CLM-000682,CUST-012,2023-11-02,LKW,Karosserie,Naturereignis,Frontschaden nach leichtem Auffahrunfall an Kreuzung,4287.34,5234.42,5.0,abgeschlossen
CLM-000683,CUST-012,2026-02-26,Transporter,Karosserie,Teilschuld,"Beule an der Beifahrertür, Ursache unbekannt",2045.52,1975.09,2.0,wartend_auf_teile
CLM-000684,CUST-010,2024-09-14,Transporter,Karosserie,Naturereignis,Frontschaden nach leichtem Auffahrunfall an Kreuzung,1218.84,1147.09,1.0,abgeschlossen
CLM-000685,CUST-008,2023-06-24,PKW,Elektronik,Eigenverschulden,"Steuergerät defekt, mehrere Fehlermeldungen aktiv",2825.46,2627.75,5.0,abgeschlossen
CLM-000686,CUST-026,2024-05-23,Motorrad,Motor,Naturereignis,Ölverlust unter dem Fahrzeug festgestellt,7254.61,7047.31,4.0,abgeschlossen
CLM-000687,CUST-022,2023-08-31,Transporter,Elektronik,Fremdverschulden,Fensterheber klemmt auf Fahrerseite,2018.62,1671.11,1.0,abgeschlossen
CLM-000688,CUST-029,2026-02-16,PKW,Elektronik,Eigenverschulden,Klimaanlage funktioniert nicht mehr,1791.39,987.65,1.0,abgeschlossen
CLM-000689,CUST-002,2025-05-02,PKW,Elektronik,Eigenverschulden,Scheinwerfer fallen sporadisch aus,1563.51,1181.12,5.0,abgeschlossen
CLM-000690,CUST-015,2024-04-07,PKW,Karosserie,Eigenverschulden,Kratzer an der hinteren Stoßstange,5056.33,5645.95,6.0,abgeschlossen
CLM-000691,CUST-027,2025-12-06,PKW,Karosserie,Teilschuld,"Beule an der Beifahrertür, Ursache unbekannt",3493.76,4290.86,4.0,abgeschlossen
CLM-000692,CUST-002,2025-02-18,PKW,Glas,Naturereignis,Riss in der Frontscheibe breitet sich aus,539.26,680.6,1.0,abgeschlossen
CLM-000693,CUST-002,2025-07-11,Transporter,Karosserie,Vandalismus,"Beule an der Beifahrertür, Ursache unbekannt",4409.4,4252.94,3.0,abgeschlossen
CLM-000694,CUST-016,2025-06-25,Transporter,Interieur,Teilschuld,Mittelkonsole gebrochen,1811.45,1510.85,1.0,abgeschlossen
CLM-000695,CUST-012,2024-08-31,Transporter,Glas,Eigenverschulden,Steinschlag in der Windschutzscheibe,573.87,521.48,1.0,abgeschlossen
CLM-000696,CUST-023,2025-05-28,Transporter,Interieur,Eigenverschulden,Sitzheizung defekt,788.07,663.17,3.0,abgeschlossen
CLM-000697,CUST-002,2024-09-17,PKW,Fahrwerk,Eigenverschulden,Stoßdämpfer vorne links defekt,3809.43,3661.52,6.0,abgeschlossen
CLM-000698,CUST-020,2023-05-04,LKW,Motor,Eigenverschulden,Zahnriemen gerissen bei Autobahnfahrt,6281.76,5744.34,7.0,abgeschlossen
CLM-000699,CUST-003,2023-07-23,Transporter,Elektronik,Fremdverschulden,Infotainment-System reagiert nicht,690.79,718.77,1.0,storniert
CLM-000700,CUST-002,2024-03-01,PKW,Motor,Teilschuld,Zahnriemen gerissen bei Autobahnfahrt,2024.39,2003.55,7.0,abgeschlossen
CLM-000701,CUST-002,2024-03-08,Motorrad,Glas,Teilschuld,Seitenscheibe hinten rechts gesprungen,437.25,567.59,1.0,abgeschlossen
CLM-000702,CUST-021,2024-06-25,PKW,Fahrwerk,Eigenverschulden,Schleifgeräusche beim Lenken,3259.65,3311.36,1.0,storniert
CLM-000703,CUST-013,2023-06-16,PKW,Fahrwerk,Teilschuld,Federbein gebrochen,3887.59,3394.07,3.0,abgeschlossen
CLM-000704,CUST-012,2023-11-18,Motorrad,Glas,Naturereignis,Seitenscheibe hinten rechts gesprungen,1137.28,1171.37,,abgeschlossen
CLM-000705,CUST-008,2024-05-06,PKW,Karosserie,Eigenverschulden,Lackschaden durch Vandalismus am vorderen Kotflügel,3157.1,3759.64,6.0,abgeschlossen
CLM-000706,CUST-025,2023-12-22,Motorrad,Elektronik,Eigenverschulden,Klimaanlage funktioniert nicht mehr,2475.97,2583.2,2.0,abgeschlossen
CLM-000707,CUST-009,2026-02-04,Transporter,Elektronik,Teilschuld,Scheinwerfer fallen sporadisch aus,750.47,642.4,1.0,wartend_auf_teile
CLM-000708,CUST-021,2023-06-03,Transporter,Glas,Fremdverschulden,Steinschlag in der Windschutzscheibe,815.09,826.51,1.0,abgeschlossen
CLM-000709,CUST-010,2023-11-17,PKW,Fahrwerk,Eigenverschulden,Schleifgeräusche beim Lenken,1174.49,1599.36,3.0,abgeschlossen
CLM-000710,CUST-009,2023-01-06,Transporter,Karosserie,Fremdverschulden,Hagelschaden auf Motorhaube und Dach,5905.24,6438.59,5.0,abgeschlossen
CLM-000711,CUST-012,2025-04-16,Transporter,Karosserie,Vandalismus,Seitliche Beschädigung nach Auffahrunfall,,2776.83,5.0,abgeschlossen
CLM-000712,CUST-007,2025-07-11,PKW,Elektronik,Fremdverschulden,Scheinwerfer fallen sporadisch aus,1066.55,1078.95,4.0,abgeschlossen
CLM-000713,CUST-017,2025-08-20,PKW,Karosserie,Naturereignis,Hagelschaden auf Motorhaube und Dach,3147.22,2561.01,2.0,abgeschlossen
CLM-000714,CUST-012,2024-08-19,PKW,Karosserie,Fremdverschulden,Frontschaden nach leichtem Auffahrunfall an Kreuzung,3269.81,3193.66,2.0,abgeschlossen
CLM-000715,CUST-003,2023-03-08,LKW,Motor,Eigenverschulden,Ungewöhnliche Geräusche aus dem Motorraum,2028.9,1767.05,3.0,abgeschlossen
CLM-000716,CUST-026,2024-04-19,LKW,Karosserie,Fremdverschulden,Heckschaden durch Rückwärtsfahrt gegen Poller,2249.8,2886.84,5.0,storniert
CLM-000717,CUST-009,2024-08-13,PKW,Glas,Naturereignis,Riss in der Frontscheibe breitet sich aus,1144.74,915.42,4.0,abgeschlossen
CLM-000718,CUST-012,2024-08-02,LKW,Elektronik,Eigenverschulden,Fensterheber klemmt auf Fahrerseite,2188.91,1680.87,1.0,abgeschlossen
CLM-000719,CUST-026,2025-07-18,Transporter,Interieur,Eigenverschulden,Lenkrad Lederbezug beschädigt,1764.14,1639.47,1.0,storniert
CLM-000720,CUST-012,2023-05-26,Transporter,Elektronik,Fremdverschulden,Klimaanlage funktioniert nicht mehr,1638.15,1963.93,5.0,abgeschlossen
CLM-000721,CUST-002,2024-04-23,PKW,Elektronik,Fremdverschulden,Batterie entlädt sich über Nacht,901.95,712.93,3.0,storniert
CLM-000722,CUST-027,2024-06-25,PKW,Glas,Eigenverschulden,Heckscheibe durch Vandalismus eingeschlagen,647.33,748.16,2.0,abgeschlossen
CLM-000723,CUST-012,2024-02-10,PKW,Glas,Fremdverschulden,Heckscheibe durch Vandalismus eingeschlagen,405.44,233.2,1.0,abgeschlossen
CLM-000724,CUST-008,2025-05-20,PKW,Elektronik,Eigenverschulden,Batterie entlädt sich über Nacht,1369.99,1483.37,3.0,abgeschlossen
CLM-000725,CUST-002,2023-08-24,PKW,Glas,Fremdverschulden,Steinschlag in der Windschutzscheibe,1579.38,1469.65,1.0,abgeschlossen
CLM-000726,CUST-020,2026-01-20,PKW,Glas,Eigenverschulden,Riss in der Frontscheibe breitet sich aus,705.52,827.64,1.0,abgeschlossen
CLM-000727,CUST-012,2024-04-05,PKW,Motor,Fremdverschulden,Ungewöhnliche Geräusche aus dem Motorraum,2067.89,1947.38,4.0,abgeschlossen
CLM-000728,CUST-012,2023-11-02,PKW,Karosserie,Teilschuld,Hagelschaden auf Motorhaube und Dach,3043.03,3248.08,2.0,abgeschlossen
CLM-000729,CUST-026,2024-06-28,PKW,Glas,Eigenverschulden,Riss in der Frontscheibe breitet sich aus,671.66,675.13,1.0,abgeschlossen
CLM-000730,CUST-019,2023-10-19,PKW,Elektronik,Fremdverschulden,Infotainment-System reagiert nicht,494.71,445.86,1.0,abgeschlossen
CLM-000731,CUST-002,2023-05-27,PKW,Elektronik,Fremdverschulden,Scheinwerfer fallen sporadisch aus,2153.6,1836.28,4.0,abgeschlossen
CLM-000732,CUST-008,2023-05-03,Transporter,Glas,Fremdverschulden,Seitenscheibe hinten rechts gesprungen,892.61,952.44,3.0,abgeschlossen
CLM-000733,CUST-004,2023-12-06,LKW,Elektronik,Teilschuld,"Steuergerät defekt, mehrere Fehlermeldungen aktiv",1446.45,1483.44,1.0,abgeschlossen
CLM-000734,CUST-017,2024-09-21,PKW,Elektronik,Eigenverschulden,"Steuergerät defekt, mehrere Fehlermeldungen aktiv",1060.79,1027.91,4.0,abgeschlossen
CLM-000735,CUST-002,2024-08-14,PKW,Interieur,Teilschuld,Lenkrad Lederbezug beschädigt,1392.95,1425.75,1.0,storniert
CLM-000736,CUST-012,2025-06-18,PKW,Interieur,Fremdverschulden,Sitzheizung defekt,765.71,791.46,2.0,abgeschlossen
CLM-000737,CUST-018,2023-09-12,Transporter,Elektronik,Fremdverschulden,Infotainment-System reagiert nicht,2453.93,1699.37,2.0,storniert
CLM-000738,CUST-025,2025-08-17,PKW,Interieur,Eigenverschulden,Lenkrad Lederbezug beschädigt,1832.82,1740.38,1.0,storniert
CLM-000739,CUST-008,2024-09-14,PKW,Fahrwerk,Eigenverschulden,Achsvermessung nötig nach Bordsteinberührung,2556.61,3015.74,3.0,storniert
CLM-000740,CUST-021,2025-04-04,PKW,Motor,Fremdverschulden,Zahnriemen gerissen bei Autobahnfahrt,2652.65,2370.37,8.0,abgeschlossen
CLM-000741,CUST-002,2024-07-11,PKW,Elektronik,Naturereignis,Batterie entlädt sich über Nacht,1486.03,1311.33,1.0,abgeschlossen
CLM-000742,CUST-023,2025-10-21,Transporter,Fahrwerk,Naturereignis,Schleifgeräusche beim Lenken,4920.48,4288.12,5.0,abgeschlossen
CLM-000743,CUST-002,2026-01-10,Transporter,Karosserie,Vandalismus,Frontschaden nach leichtem Auffahrunfall an Kreuzung,2095.66,2159.91,5.0,abgeschlossen
CLM-000744,CUST-009,2025-10-08,LKW,Karosserie,Naturereignis,Frontschaden nach leichtem Auffahrunfall an Kreuzung,1516.75,1426.73,4.0,storniert
CLM-000745,CUST-020,2025-06-15,LKW,Elektronik,Teilschuld,Scheinwerfer fallen sporadisch aus,2011.96,1911.5,7.0,abgeschlossen
CLM-000746,CUST-002,2023-06-14,PKW,Motor,Fremdverschulden,Ungewöhnliche Geräusche aus dem Motorraum,5026.4,4627.3,5.0,storniert
CLM-000747,CUST-003,2023-03-23,PKW,Elektronik,Fremdverschulden,Batterie entlädt sich über Nacht,805.05,843.88,4.0,abgeschlossen
CLM-000748,CUST-015,2025-06-03,LKW,Glas,Fremdverschulden,Steinschlag in der Windschutzscheibe,2084.16,2089.91,1.0,abgeschlossen
CLM-000749,CUST-015,2024-10-22,PKW,Motor,Fremdverschulden,Ungewöhnliche Geräusche aus dem Motorraum,5894.56,6507.05,9.0,abgeschlossen
CLM-000750,CUST-013,2024-05-27,PKW,Motor,Eigenverschulden,Ölverlust unter dem Fahrzeug festgestellt,2791.93,3504.93,6.0,abgeschlossen
CLM-000751,CUST-013,2023-02-22,PKW,Interieur,Eigenverschulden,Sitzheizung defekt,1135.96,1414.02,1.0,abgeschlossen
CLM-000752,CUST-012,2023-07-07,Transporter,Karosserie,Naturereignis,Delle an der Fahrertür nach Parkplatzrempler,1917.7,2440.67,6.0,abgeschlossen
CLM-000753,CUST-004,2024-04-13,Transporter,Karosserie,Naturereignis,Frontschaden nach leichtem Auffahrunfall an Kreuzung,4076.43,4414.59,3.0,abgeschlossen
CLM-000754,CUST-008,2023-02-12,LKW,Karosserie,Vandalismus,Heckschaden durch Rückwärtsfahrt gegen Poller,3110.1,2994.16,1.0,storniert
CLM-000755,CUST-002,2024-07-05,PKW,Karosserie,Fremdverschulden,,5042.54,5148.71,3.0,abgeschlossen
CLM-000756,CUST-026,2023-03-24,PKW,Karosserie,Fremdverschulden,Kratzer an der hinteren Stoßstange,,861.31,4.0,abgeschlossen
CLM-000757,CUST-012,2023-12-25,Transporter,Fahrwerk,Eigenverschulden,Stoßdämpfer vorne links defekt,1883.28,1970.85,6.0,abgeschlossen
CLM-000758,CUST-009,2025-08-21,PKW,Karosserie,Fremdverschulden,Seitliche Beschädigung nach Auffahrunfall,2689.48,3181.24,4.0,abgeschlossen
CLM-000759,CUST-012,2025-11-28,PKW,Interieur,Eigenverschulden,Lenkrad Lederbezug beschädigt,387.04,395.38,3.0,abgeschlossen
CLM-000760,CUST-028,2025-06-24,Transporter,Karosserie,Naturereignis,Lackschaden durch Vandalismus am vorderen Kotflügel,1114.78,1241.82,1.0,abgeschlossen
CLM-000761,CUST-002,2024-07-23,PKW,Karosserie,Teilschuld,Lackschaden durch Vandalismus am vorderen Kotflügel,2639.04,2805.15,3.0,abgeschlossen
CLM-000762,CUST-012,2024-01-07,PKW,Glas,Eigenverschulden,Riss in der Frontscheibe breitet sich aus,562.68,670.67,1.0,abgeschlossen
CLM-000763,CUST-012,2025-06-11,Transporter,Interieur,Fremdverschulden,Mittelkonsole gebrochen,1728.37,1879.66,1.0,abgeschlossen
CLM-000764,CUST-012,2025-10-04,PKW,Fahrwerk,Eigenverschulden,Stoßdämpfer vorne links defekt,1937.07,2105.55,3.0,abgeschlossen
CLM-000765,CUST-002,2023-07-06,LKW,Interieur,Naturereignis,Mittelkonsole gebrochen,720.99,813.52,2.0,abgeschlossen
CLM-000766,CUST-025,2025-08-20,PKW,Elektronik,Vandalismus,Batterie entlädt sich über Nacht,3916.21,4545.12,2.0,storniert
CLM-000767,CUST-026,2024-12-13,LKW,Elektronik,Naturereignis,Scheinwerfer fallen sporadisch aus,1191.94,1256.56,2.0,storniert
CLM-000768,CUST-012,2025-04-16,Transporter,Elektronik,Fremdverschulden,Batterie entlädt sich über Nacht,899.26,976.47,2.0,storniert
CLM-000769,CUST-013,2024-11-13,PKW,Karosserie,Teilschuld,Lackschaden durch Vandalismus am vorderen Kotflügel,3465.81,2493.75,1.0,abgeschlossen
CLM-000770,CUST-026,2024-10-19,Motorrad,Motor,Eigenverschulden,Zahnriemen gerissen bei Autobahnfahrt,2946.17,2821.04,5.0,storniert
CLM-000771,CUST-013,2023-08-03,PKW,Karosserie,Eigenverschulden,Seitliche Beschädigung nach Auffahrunfall,2380.27,1948.44,3.0,storniert
CLM-000772,CUST-002,2023-11-26,Transporter,Karosserie,Eigenverschulden,Frontschaden nach leichtem Auffahrunfall an Kreuzung,3360.64,3487.41,3.0,storniert
CLM-000773,CUST-012,2024-11-06,Transporter,Fahrwerk,Naturereignis,Stoßdämpfer vorne links defekt,1875.36,1662.75,3.0,abgeschlossen
